,time,px,google_trend,twitter_sent
103,2016-04-13,-1.5889999999999986,32.0,0.3267624743537044
104,2016-04-14,0.7049999999999841,28.0,0.32704141172132706
105,2016-04-15,4.874000000000024,27.0,0.3262092836113762
106,2016-04-16,0.8569999999999709,27.0,0.2770388726350601
107,2016-04-17,-2.974999999999966,30.0,0.3497153326293459
108,2016-04-18,1.1919999999999504,30.0,0.2644667773437446
109,2016-04-19,7.051000000000045,29.0,0.3017306656552193
110,2016-04-20,6.050999999999988,33.0,0.26430354944603623
111,2016-04-21,8.94599999999997,36.0,0.2903307628695402
112,2016-04-22,-3.4659999999999513,36.0,0.3189694658033139
113,2016-04-23,4.947999999999979,32.0,0.38026377733597566
114,2016-04-24,7.742999999999995,34.0,0.3174071663920864
115,2016-04-25,2.1829999999999927,36.0,0.329306100526953
116,2016-04-26,5.293000000000006,37.0,0.3124588537386968
117,2016-04-27,-22.790999999999997,32.0,0.3792398299813283
118,2016-04-28,4.843999999999994,39.0,0.33429139240505784
119,2016-04-29,6.494000000000028,34.0,0.3576448296007701
120,2016-04-30,-7.016999999999996,31.0,0.40519362613818133
121,2016-05-01,3.7089999999999463,29.0,0.36310645637334954
122,2016-05-02,-8.528999999999996,100.0,0.18729570763311865
123,2016-05-03,5.761000000000024,65.0,0.30813922734026045
124,2016-05-04,-3.312000000000012,44.0,0.23659514731369022
125,2016-05-05,1.5649999999999977,44.0,0.20648146702280476
126,2016-05-06,11.847000000000037,43.0,0.2078140383426082
127,2016-05-07,-0.9090000000000487,33.0,0.2689917447306732
128,2016-05-08,-0.027999999999963165,44.0,0.35049324792242476
129,2016-05-09,2.0539999999999736,40.0,0.3265867596484484
130,2016-05-10,-10.503999999999962,43.0,0.3604571483034681
131,2016-05-11,1.1259999999999764,41.0,0.37739885817307006
132,2016-05-12,2.704999999999984,36.0,0.32809291998323575
133,2016-05-13,0.91700000000003,34.0,0.28166229962397954
134,2016-05-14,0.01799999999997226,31.0,0.37939751992913295
135,2016-05-15,2.0950000000000273,30.0,0.3014645617529886
136,2016-05-16,-4.437999999999988,35.0,0.27463099912739447
137,2016-05-17,-0.6640000000000441,34.0,0.33570107913668956
138,2016-05-18,0.632000000000005,35.0,0.26552087618263864
139,2016-05-19,-16.649,36.0,0.2732430620154998
140,2016-05-20,6.2239999999999895,30.0,0.3051162568049491
141,2016-05-21,0.18200000000001637,33.0,0.31765363076348035
142,2016-05-22,-4.361999999999966,32.0,0.4097311028037328
143,2016-05-23,4.960999999999956,32.0,0.32875007304600773
144,2016-05-24,1.396000000000015,30.0,0.4494476584899499
145,2016-05-25,4.103999999999985,30.0,0.3544074033552039
146,2016-05-26,4.585000000000036,35.0,0.31587238979118143
147,2016-05-27,19.647999999999968,37.0,0.24827160645029667
148,2016-05-28,51.96600000000001,44.0,0.38099360150061884
149,2016-05-29,-1.3500000000000227,47.0,0.3284799157007376
150,2016-05-30,8.503000000000043,49.0,0.2800896477071434
151,2016-05-31,-0.7889999999999873,49.0,0.3099834273772165
152,2016-06-01,4.626999999999953,40.0,0.30061911604615205
153,2016-06-02,1.7210000000000036,42.0,0.2450102024453806
154,2016-06-03,32.32600000000002,46.0,0.3025819760619547
155,2016-06-04,2.979000000000042,49.0,0.27140120928418454
156,2016-06-05,0.6559999999999491,41.0,0.35819220485396086
157,2016-06-06,11.424999999999955,48.0,0.2988258504875425
158,2016-06-07,-7.6749999999999545,44.0,0.24017513079222366
159,2016-06-08,5.249000000000024,43.0,0.2887698920177814
160,2016-06-09,-6.651000000000067,42.0,0.30201992948983597
161,2016-06-10,2.677000000000021,41.0,0.3222471579857348
162,2016-06-11,32.64600000000007,38.0,0.4076634307050225
163,2016-06-12,63.56599999999992,58.0,0.341134429028811
164,2016-06-13,30.276000000000067,71.0,0.3366560148821822
165,2016-06-14,-19.629999999999995,62.0,0.3468956086122337
166,2016-06-15,10.333999999999946,56.0,0.2871656536312804
167,2016-06-16,71.91899999999998,63.0,0.3365956876206801
168,2016-06-17,-20.687999999999988,59.0,0.27592476990795867
169,2016-06-18,8.129999999999995,55.0,0.2947043637767876
170,2016-06-19,8.36099999999999,54.0,0.3439561633281947
171,2016-06-20,-36.096000000000004,53.0,0.3325847367342702
172,2016-06-21,-62.07299999999998,61.0,0.23146834750911277
173,2016-06-22,-62.98900000000003,55.0,0.2579677067082685
174,2016-06-23,22.60800000000006,60.0,0.2787046361880205
175,2016-06-24,39.66700000000003,84.0,0.34679653206650646
176,2016-06-25,0.16699999999991633,54.0,0.37565044539115683
177,2016-06-26,-35.08299999999997,50.0,0.3088728749999964
178,2016-06-27,28.15300000000002,48.0,0.2967777047913456
179,2016-06-28,-12.095000000000027,48.0,0.28987434554973207
180,2016-06-29,-7.22199999999998,42.0,0.21678311970025452
181,2016-06-30,33.40300000000002,46.0,0.2174852923202279
182,2016-07-01,4.038000000000011,42.0,0.18370020475020263
183,2016-07-02,27.16300000000001,42.0,0.27316696747114266
184,2016-07-03,-43.99800000000005,44.0,0.3130358439024379
185,2016-07-04,21.942000000000007,42.0,0.34076120481927374
186,2016-07-05,-13.538000000000011,43.0,0.08666129217791463
187,2016-07-06,8.021000000000072,49.0,0.19613104959171396
188,2016-07-07,-36.35200000000009,47.0,0.33019397209302953
189,2016-07-08,24.982000000000085,48.0,0.13072807817589727
190,2016-07-09,-14.1160000000001,58.0,0.23938360098242908
191,2016-07-10,-0.6649999999999636,46.0,0.1484148699664373
192,2016-07-11,-0.9349999999999454,45.0,0.22462149768615772
193,2016-07-12,15.812000000000012,41.0,0.2040144638949629
194,2016-07-13,-10.905000000000086,37.0,0.2141397016254695
195,2016-07-14,5.701999999999998,40.0,0.260020643623358
196,2016-07-15,5.240000000000009,37.0,0.20490995113283028
197,2016-07-16,-1.3349999999999227,33.0,0.16607955493741386
198,2016-07-17,15.509999999999991,35.0,0.15321263460158177
199,2016-07-18,-5.456999999999994,37.0,0.20689755082047337
200,2016-07-19,0.24899999999990996,37.0,0.32649065991988774
201,2016-07-20,-7.663000000000011,36.0,0.18357908833376166
202,2016-07-21,-1.0809999999999036,36.0,0.0882329504360773
203,2016-07-22,-14.277000000000044,36.0,0.09082587096774271
204,2016-07-23,4.039999999999964,34.0,0.18911767171129232
205,2016-07-24,6.187999999999988,33.0,0.13142914859621033
206,2016-07-25,-5.914999999999964,35.0,0.06063672473867565
207,2016-07-26,-4.057999999999993,36.0,0.12135496540950716
208,2016-07-27,4.365000000000009,40.0,0.20937607718741608
209,2016-07-28,0.18499999999994543,34.0,0.14419277794426236
210,2016-07-29,1.04200000000003,36.0,0.17608367202268196
211,2016-07-30,-1.6929999999999836,33.0,0.2484057277460941
212,2016-07-31,-29.095000000000027,34.0,0.18399458969712582
213,2016-08-01,-18.506999999999948,39.0,0.2412003145360596
214,2016-08-02,-54.553,44.0,0.10470374837632286
215,2016-08-03,12.44279999999992,78.0,0.003304272972412454
216,2016-08-04,13.057500000000005,51.0,0.13751178188899657
217,2016-08-05,-3.3649999999998954,41.0,0.008701318027211457
218,2016-08-06,13.466199999999958,37.0,0.16387239610056512
219,2016-08-07,4.357499999999959,36.0,0.07583801348865746
220,2016-08-08,-2.1575000000000273,38.0,0.07778980357536949
221,2016-08-09,-5.863699999999994,34.0,0.14059518151815262
222,2016-08-10,8.13370000000009,35.0,0.15275423548215314
223,2016-08-11,-6.367500000000064,34.0,0.20738133926480956
224,2016-08-12,-0.49869999999998527,32.0,0.22711955856643787
225,2016-08-13,-0.9449999999999363,35.0,0.25547670857142757
226,2016-08-14,-13.637500000000045,33.0,0.2797141206030126
227,2016-08-15,-4.241300000000024,34.0,0.21700561956741438
228,2016-08-16,9.046299999999974,33.0,0.16475889865996549
229,2016-08-17,-4.503799999999956,39.0,0.18359451549434558
230,2016-08-18,0.75750000000005,37.0,0.13998028628829692
231,2016-08-19,1.161299999999983,27.0,0.1481365494296579
232,2016-08-20,7.038699999999949,34.0,0.22253979925303163
233,2016-08-21,-0.012499999999931788,33.0,0.24657150011381532
234,2016-08-22,4.0424999999999045,34.0,0.1962635220125788
235,2016-08-23,-3.4511999999999716,34.0,0.21294155087404695
236,2016-08-24,-3.286299999999983,37.0,0.27988746282314825
237,2016-08-25,-2.2612000000000307,30.0,0.20007696522153162
238,2016-08-26,2.4225000000000136,38.0,0.14116481481481014
239,2016-08-27,-9.490000000000009,28.0,0.23851097230897633
240,2016-08-28,4.888699999999972,36.0,0.23438611303344756
241,2016-08-29,-1.1936999999999216,35.0,0.16967788268380699
242,2016-08-30,3.637499999999932,29.0,0.20455760226395509
243,2016-08-31,-3.6649999999999636,32.0,0.27151969540526444
244,2016-09-01,-0.6399999999999864,34.0,0.3388485923823019
245,2016-09-02,2.453700000000026,34.0,0.2287901587964893
246,2016-09-03,24.236299999999915,33.0,0.26827307415406726
247,2016-09-04,10.533700000000067,35.0,0.30963076521285005
248,2016-09-05,-2.8899999999999864,39.0,0.226076895984971
249,2016-09-06,5.042500000000018,38.0,0.2624447919061857
250,2016-09-07,3.7174999999999727,36.0,0.3069095108695654
251,2016-09-08,10.161299999999983,39.0,0.25273369033760423
252,2016-09-09,-3.152500000000032,36.0,0.2692117964352718
253,2016-09-10,0.41620000000000346,32.0,0.28042864812103424
254,2016-09-11,-16.403699999999958,36.0,0.22487355316285118
255,2016-09-12,0.49869999999998527,35.0,0.23980054336889195
256,2016-09-13,0.6137999999999693,38.0,0.29028274376417507
257,2016-09-14,1.2987000000000535,34.0,0.1753875901517012
258,2016-09-15,-3.009999999999991,36.0,0.2822328132863611
259,2016-09-16,1.1237999999999602,36.0,0.2672311447400507
260,2016-09-17,-1.0399999999999636,33.0,0.26892283263791983
261,2016-09-18,3.4049999999999727,34.0,0.3515082819174131
262,2016-09-19,-0.1712999999999738,31.0,0.25279100328531734
263,2016-09-20,-9.053700000000049,34.0,0.29015824286795683
264,2016-09-21,-3.6749999999999545,40.0,0.2575968337730834
265,2016-09-22,-0.7638000000000602,38.0,0.18654608532583422
266,2016-09-23,6.678800000000024,34.0,0.19706788902292016
267,2016-09-24,-0.37249999999994543,33.0,0.24404409860557805
268,2016-09-25,-2.1650000000000773,30.0,0.25460723163841464
269,2016-09-26,7.636200000000031,31.0,0.27840527142215854
270,2016-09-27,-2.0499999999999545,34.0,0.25901758921045154
271,2016-09-28,-1.2436999999999898,33.0,0.23614213353799088
272,2016-09-29,1.5399999999999636,38.0,0.22154460648730515
273,2016-09-30,3.3786999999999807,34.0,0.1763124211547826
274,2016-10-01,5.496300000000019,32.0,0.22290793727382557
275,2016-10-02,-3.642500000000041,22.0,0.25397236055776745
276,2016-10-03,2.046199999999999,26.0,0.24894870160528734
277,2016-10-04,-2.9624999999999773,27.0,0.13587778551532018
278,2016-10-05,1.509999999999991,27.0,0.2235647845865663
279,2016-10-06,0.014999999999986358,24.0,0.21907250589159652
280,2016-10-07,5.588799999999992,27.0,0.3173949987977878
281,2016-10-08,0.10750000000007276,25.0,0.4301817229092395
282,2016-10-09,-1.9725000000000819,26.0,0.24025074980268077
283,2016-10-10,2.7987000000000535,28.0,0.32082203931203895
284,2016-10-11,21.951299999999947,30.0,0.25198987341771895
285,2016-10-12,-4.2924999999999045,34.0,0.17415020852641427
286,2016-10-13,-0.06130000000007385,29.0,0.2884104075523812
287,2016-10-14,3.347499999999968,29.0,0.3039752453914286
288,2016-10-15,-0.9961999999999307,26.0,0.3209531548311936
289,2016-10-16,2.456199999999967,26.0,0.2678803625377642
290,2016-10-17,-2.9075000000000273,26.0,0.29023776015857183
291,2016-10-18,-1.411200000000008,24.0,0.2569891902142991
292,2016-10-19,-7.3549999999999045,28.0,0.19765111612741756
293,2016-10-20,0.46869999999989886,25.0,0.32924796783308363
294,2016-10-21,1.5313000000001011,27.0,0.2542977372075108
295,2016-10-22,22.561199999999985,26.0,0.2913816814396996
296,2016-10-23,-3.4700000000000273,28.0,0.3105411566390053
297,2016-10-24,-0.8461999999999534,29.0,0.2540493759750377
298,2016-10-25,4.496199999999931,32.0,0.32970459770114685
299,2016-10-26,21.462499999999977,29.0,0.238406361262756
300,2016-10-27,12.162500000000023,33.0,0.23730442002441832
301,2016-10-28,1.5763000000000602,36.0,0.27467792047419237
302,2016-10-29,24.773699999999963,36.0,0.17121941054570278
303,2016-10-30,-16.516200000000026,31.0,0.19865881057268878
304,2016-10-31,1.0149999999999864,32.0,0.26360431034483073
305,2016-11-01,31.902500000000032,36.0,0.3423355846542645
306,2016-11-02,13.193700000000035,37.0,0.31644575796178437
307,2016-11-03,-54.95749999999998,36.0,0.1553462585034025
308,2016-11-04,15.029999999999973,34.0,0.25457588668302644
309,2016-11-05,1.6263000000000147,33.0,0.30265002544529557
310,2016-11-06,8.072499999999991,34.0,0.3621838224228759
311,2016-11-07,-8.217499999999973,29.0,0.33661168471417796
312,2016-11-08,5.133699999999976,33.0,0.2689029879060933
313,2016-11-09,12.038799999999924,46.0,0.2025412417763143
314,2016-11-10,-7.523799999999937,33.0,0.326100091806289
315,2016-11-11,2.8887999999999465,31.0,0.29357862575400046
316,2016-11-12,-13.009999999999991,34.0,0.24651069356872757
317,2016-11-13,-1.0425000000000182,30.0,0.3262045871559641
318,2016-11-14,3.891200000000026,29.0,0.28505038343558237
319,2016-11-15,5.561300000000074,34.0,0.2723411734823453
320,2016-11-16,30.113699999999994,35.0,0.2807211923726778
321,2016-11-17,-6.663700000000063,37.0,0.3094616493802169
322,2016-11-18,14.271200000000022,36.0,0.29643611111110774
323,2016-11-19,0.9550000000000409,33.0,0.32588967538322816
324,2016-11-20,-22.02500000000009,35.0,0.30766545701973047
325,2016-11-21,8.108800000000087,32.0,0.2670456850316904
326,2016-11-22,11.508699999999976,39.0,0.23285568157033765
327,2016-11-23,-6.628699999999981,34.0,0.23327342293518255
328,2016-11-24,-5.197499999999991,36.0,0.2764132759401905
329,2016-11-25,1.8786999999999807,35.0,0.2628120852017921
330,2016-11-26,-5.453700000000026,34.0,0.27221036925719005
331,2016-11-27,-4.398800000000051,32.0,0.2886441617446596
332,2016-11-28,3.3213000000000648,34.0,0.2770546398891962
333,2016-11-29,0.018699999999967076,37.0,0.2848935241990453
334,2016-11-30,10.242500000000064,34.0,0.29452092828768595
335,2016-12-01,11.247499999999945,35.0,0.2683757799066589
336,2016-12-02,18.152500000000032,39.0,0.2788755910987481
337,2016-12-03,-6.435000000000059,32.0,0.2157492900120344
338,2016-12-04,1.4913000000000238,35.0,0.26347326757713707
339,2016-12-05,-15.754999999999995,36.0,0.24575417439703176
340,2016-12-06,8.101199999999949,35.0,0.24575417439703176
341,2016-12-07,5.087500000000091,34.0,0.24136034786437413
342,2016-12-08,2.8537999999999784,36.0,0.21247764565992713
343,2016-12-09,3.663699999999949,30.0,0.2375560606060597
344,2016-12-10,2.7963000000000875,31.0,0.25993367932861994
345,2016-12-11,-4.590000000000032,34.0,0.2548740791896834
346,2016-12-12,9.289999999999964,35.0,0.25557789041757023
347,2016-12-13,-2.661299999999983,34.0,0.32379840332458093
348,2016-12-14,1.3863000000000056,35.0,0.19567313302852168
349,2016-12-15,-1.1562999999999874,34.0,0.19909723856948633
350,2016-12-16,5.3700000000000045,36.0,0.19327313835770207
351,2016-12-17,7.726299999999924,30.0,0.2275617837568512
352,2016-12-18,0.012500000000045475,33.0,0.19979490812486123
353,2016-12-19,1.5674999999999955,38.0,0.201395600251414
354,2016-12-20,8.62869999999998,33.0,0.23378224068253248
355,2016-12-21,34.317499999999995,42.0,0.19869815081652073
356,2016-12-22,25.633800000000065,52.0,0.24525213071318144
357,2016-12-23,58.051199999999994,57.0,0.2417966643502441
358,2016-12-24,-22.585000000000036,51.0,0.3803939820986488
359,2016-12-25,0.2799999999999727,53.0,0.2789772424868068
360,2016-12-26,8.071300000000065,46.0,0.28565759520752965
361,2016-12-27,28.559999999999945,52.0,0.28774697593756476
362,2016-12-28,46.89499999999998,61.0,0.2748666428911065
363,2016-12-29,-8.383799999999951,53.0,0.2645449744841351
364,2016-12-30,-9.153699999999958,52.0,0.295246567967694
365,2016-12-31,7.756199999999922,40.0,0.33399617573412416
366,2017-01-01,29.46130000000005,43.0,0.3135634356370039
367,2017-01-02,20.36119999999994,76.0,0.2987537886100358
368,2017-01-03,12.767500000000155,68.0,0.32591950648798657
369,2017-01-04,99.05249999999978,87.0,0.20960716715808542
370,2017-01-05,-124.05499999999984,100.0,0.21203010118043678
371,2017-01-06,-110.1450000000001,80.0,0.17373020337515918
372,2017-01-07,9.5,70.0,0.22779589779652834
373,2017-01-08,8.353800000000092,64.0,0.2383007834757835
374,2017-01-09,-14.173800000000028,62.0,0.09011858590035095
375,2017-01-10,5.4424999999999955,56.0,0.2235330971883992
376,2017-01-11,-128.81119999999999,63.0,0.16593483258370817
377,2017-01-12,26.847499999999968,64.0,0.16148283294842108
378,2017-01-13,23.292500000000018,55.0,0.16482245206861554
379,2017-01-14,-7.482500000000073,52.0,0.2451859378443901
380,2017-01-15,3.783700000000067,46.0,0.23351012026321846
381,2017-01-16,7.841299999999933,43.0,0.24608905295315753
382,2017-01-17,74.19000000000005,50.0,0.22427448979591652
383,2017-01-18,-20.202499999999986,48.0,0.15860670430487078
384,2017-01-19,13.769999999999982,45.0,0.22284524466750288
385,2017-01-20,-6.397500000000036,44.0,0.28348057024603185
386,2017-01-21,28.387500000000045,40.0,0.33928766271614225
387,2017-01-22,5.32000000000005,41.0,0.303825808080806
388,2017-01-23,-12.643800000000056,47.0,0.23127897016361604
389,2017-01-24,-27.039999999999964,47.0,0.2543474061264815
390,2017-01-25,8.462499999999977,43.0,0.20394077134986183
391,2017-01-26,20.99000000000001,40.0,0.14928095544130304
392,2017-01-27,3.4624999999999773,39.0,0.17588908722109484
393,2017-01-28,1.7174999999999727,44.0,0.28239457845712784
394,2017-01-29,-6.23619999999994,43.0,0.2898718477762481
395,2017-01-30,6.197499999999991,39.0,0.24261643167028363
396,2017-01-31,47.426199999999994,46.0,0.20980101377697005
397,2017-02-01,19.678800000000024,45.0,0.2052760724753544
398,2017-02-02,20.448699999999917,46.0,0.20125292797846123
399,2017-02-03,10.31630000000007,49.0,0.1818778508771928
400,2017-02-04,15.54119999999989,42.0,0.21303184961106236
401,2017-02-05,-19.658699999999953,46.0,0.26559748993606336
402,2017-02-06,10.61869999999999,44.0,0.23429630955043565
403,2017-02-07,27.926300000000083,45.0,0.28980180894309004
404,2017-02-08,1.8050000000000637,50.0,0.23965926024481213
405,2017-02-09,-65.39630000000011,56.0,0.0693250443000599
406,2017-02-10,4.13130000000001,48.0,0.20004860108303374
407,2017-02-11,16.923700000000053,48.0,0.2745287361732178
408,2017-02-12,-10.490000000000009,45.0,0.28250824842309796
409,2017-02-13,-2.6550000000000864,37.0,0.22898124536694017
410,2017-02-14,12.393800000000056,41.0,0.20266932673693192
411,2017-02-15,-0.1349999999999909,45.0,0.22788961820083667
412,2017-02-16,24.966199999999958,43.0,0.2691249710982647
413,2017-02-17,19.039999999999964,45.0,0.2805265786749463
414,2017-02-18,5.283800000000156,42.0,0.26824463487332345
415,2017-02-19,-5.588799999999992,43.0,0.2823599307444961
416,2017-02-20,30.4237999999998,43.0,0.3014773823415061
417,2017-02-21,40.41500000000019,55.0,0.216464418552543
418,2017-02-22,-1.4613000000001648,51.0,0.16255256257449163
419,2017-02-23,56.18900000000008,55.0,0.254150936227955
420,2017-02-24,2.533999999999878,67.0,0.15838904633378253
421,2017-02-25,-29.33699999999999,60.0,0.18582940087902028
422,2017-02-26,28.38700000000017,49.0,0.20513927954601716
423,2017-02-27,14.309999999999945,56.0,0.17152252293577877
424,2017-02-28,-3.3900000000001,53.0,0.24777126463162777
425,2017-03-01,39.128000000000156,59.0,0.25057356076759085
426,2017-03-02,30.9079999999999,63.0,0.2083711832460747
427,2017-03-03,29.86200000000008,87.0,0.2594835099032706
428,2017-03-04,-23.105999999999995,68.0,0.22206156987296022
429,2017-03-05,10.004999999999882,56.0,0.24973348027842238
430,2017-03-06,3.1829999999999927,62.0,0.22976379516630682
431,2017-03-07,-48.4369999999999,66.0,0.24673750000000233
432,2017-03-08,-81.95000000000005,67.0,0.19717652432547425
433,2017-03-09,41.33400000000006,67.0,0.2299515254237281
434,2017-03-10,-74.78999999999996,94.0,-0.017034183944710228
435,2017-03-11,64.61999999999989,73.0,0.12655833170158642
436,2017-03-12,47.86000000000013,59.0,0.19310182838146517
437,2017-03-13,13.736999999999853,60.0,0.11487312312312283
438,2017-03-14,3.0670000000000073,60.0,0.14653287822065683
439,2017-03-15,13.292000000000144,54.0,0.09542410582010528
440,2017-03-16,-86.69200000000001,53.0,0.1891708368734066
441,2017-03-17,-102.78100000000018,57.0,0.1309175899359957
442,2017-03-18,-99.52999999999997,73.0,0.11215636787454947
443,2017-03-19,47.202,64.0,0.1461997952497951
444,2017-03-20,23.54300000000012,58.0,0.15051850683490942
445,2017-03-21,73.69599999999991,60.0,0.14428088268407954
446,2017-03-22,-77.59899999999993,58.0,0.14963984264676028
447,2017-03-23,-7.490000000000009,52.0,0.1611891596118128
448,2017-03-24,-94.00400000000002,56.0,0.10773247763516229
449,2017-03-25,28.74599999999998,59.0,0.200398938287988
450,2017-03-26,0.5370000000000346,50.0,0.18206866330390906
451,2017-03-27,75.26199999999994,52.0,0.1796816972767572
452,2017-03-28,3.759999999999991,54.0,0.07164977899389517
453,2017-03-29,-3.8589999999999236,53.0,0.07712782839787442
454,2017-03-30,-2.865000000000009,52.0,0.19803361992945182
